,Name,Price,Year,Kms_Driven,Owner_type,City
1814,"2015, TVS Jupiter Standard ","35,000 ",2015 model,"4,500  kms",1st Owner,Delhi 
1815,"2011, Hero Karizma [2003-2014] R ","35,000 ",2011 model,"42,000  kms",1st Owner,Hyderabad 
1816,"2016, Bajaj Avenger Street 220 Standard ","60,000 ",2016 model,"17,000  kms",1st Owner,Mumbai 
1817,"2020, TVS XL 100 Standard ","40,000 ",2020 model,"35,000  kms",1st Owner,Delhi 
1818,"2021, Aprilia SXR 160 Standard ","1,10,000 ",2021 model,"8,800  kms",1st Owner,Tiruppur 
1819,"2022, Hero Xpulse 200 4V Standard ","1,45,000 ",2022 model,"12,000  kms",1st Owner,Visakhapatnam 
1820,"2019, Kawasaki Ninja 650 Standard ","6,50,000 ",2019 model,"8,020  kms",1st Owner,Hyderabad 
1821,"2020, Yamaha FZ S FI Standard - BS VI [2020] ","90,000 ",2020 model,"10,600  kms",1st Owner,Durgapur 
1822,"2018, Aprilia SR 150 Facelift ","75,000 ",2018 model,"4,000  kms",1st Owner,Delhi 
1823,"2017, Yamaha FZ25 Standard BS4 ","75,000 ",2017 model,"14,000  kms",1st Owner,Bangalore 
1824,"2013, Royal Enfield Classic Desert Storm Single Disc ","1,10,000 ",2013 model,"65,000  kms",1st Owner,Pune 
1825,"2020, Hero Maestro Edge 125 Alloy Wheel - Drum - BS VI ","70,000 ",2020 model,"8,500  kms",1st Owner,Jaipur 
1826,"2019, Yamaha YZF R15 V3 [2018 - 2021] Monster Energy Edition ","1,20,000 ",2019 model,"15,400  kms",1st Owner,Cuttack 
1827,"2014, Royal Enfield Classic Desert Storm Single Disc ","1,30,000 ",2014 model,"9,004  kms",1st Owner,Panchkula 
1828,"2019, Bajaj Dominar 400 Standard - BS IV ","1,40,000 ",2019 model,"15,000  kms",3rd Owner,Ulhasnagar 
1829,"2014, Honda Activa [2000-2015] Deluxe ","18,000 ",2014 model,"48,500  kms",1st Owner,Delhi 
1830,"2017, KTM 250 Duke Standard ","1,50,000 ",2017 model,"50,000  kms",2nd Owner,Cuddalore 
1831,"2018, Suzuki Intruder 150 Standard - BS IV ","60,000 ",2018 model,"53,000  kms",1st Owner,Vasai 
1832,"2018, Yamaha Fazer FI V 2.0 [2016-2018] Standard ","50,000 ",2018 model,"40,000  kms",3rd Owner,Bharatpur 
1833,"2017, TVS Victor Disc ","45,000 ",2017 model,"10,000  kms",1st Owner,Serampore 
1834,"2015, TVS Jupiter Standard ","35,000 ",2015 model,"4,500  kms",1st Owner,Delhi 
1835,"2011, Hero Karizma [2003-2014] R ","35,000 ",2011 model,"42,000  kms",1st Owner,Hyderabad 
1836,"2016, Bajaj Avenger Street 220 Standard ","60,000 ",2016 model,"17,000  kms",1st Owner,Mumbai 
1837,"2020, TVS XL 100 Standard ","40,000 ",2020 model,"35,000  kms",1st Owner,Delhi 
1838,"2021, Aprilia SXR 160 Standard ","1,10,000 ",2021 model,"8,800  kms",1st Owner,Tiruppur 
1839,"2022, Hero Xpulse 200 4V Standard ","1,45,000 ",2022 model,"12,000  kms",1st Owner,Visakhapatnam 
1840,"2019, Kawasaki Ninja 650 Standard ","6,50,000 ",2019 model,"8,020  kms",1st Owner,Hyderabad 
1841,"2020, Yamaha FZ S FI Standard - BS VI [2020] ","90,000 ",2020 model,"10,600  kms",1st Owner,Durgapur 
1842,"2018, Aprilia SR 150 Facelift ","75,000 ",2018 model,"4,000  kms",1st Owner,Delhi 
1843,"2017, Yamaha FZ25 Standard BS4 ","75,000 ",2017 model,"14,000  kms",1st Owner,Bangalore 
1844,"2013, Royal Enfield Classic Desert Storm Single Disc ","1,10,000 ",2013 model,"65,000  kms",1st Owner,Pune 
1845,"2020, Hero Maestro Edge 125 Alloy Wheel - Drum - BS VI ","70,000 ",2020 model,"8,500  kms",1st Owner,Jaipur 
1846,"2019, Yamaha YZF R15 V3 [2018 - 2021] Monster Energy Edition ","1,20,000 ",2019 model,"15,400  kms",1st Owner,Cuttack 
1847,"2014, Royal Enfield Classic Desert Storm Single Disc ","1,30,000 ",2014 model,"9,004  kms",1st Owner,Panchkula 
1848,"2019, Bajaj Dominar 400 Standard - BS IV ","1,40,000 ",2019 model,"15,000  kms",3rd Owner,Ulhasnagar 
1849,"2014, Honda Activa [2000-2015] Deluxe ","18,000 ",2014 model,"48,500  kms",1st Owner,Delhi 
1850,"2017, KTM 250 Duke Standard ","1,50,000 ",2017 model,"50,000  kms",2nd Owner,Cuddalore 
1851,"2018, Suzuki Intruder 150 Standard - BS IV ","60,000 ",2018 model,"53,000  kms",1st Owner,Vasai 
1852,"2018, Yamaha Fazer FI V 2.0 [2016-2018] Standard ","50,000 ",2018 model,"40,000  kms",3rd Owner,Bharatpur 
1853,"2017, TVS Victor Disc ","45,000 ",2017 model,"10,000  kms",1st Owner,Serampore 
1854,"2015, TVS Jupiter Standard ","35,000 ",2015 model,"4,500  kms",1st Owner,Delhi 
1855,"2011, Hero Karizma [2003-2014] R ","35,000 ",2011 model,"42,000  kms",1st Owner,Hyderabad 
1856,"2016, Bajaj Avenger Street 220 Standard ","60,000 ",2016 model,"17,000  kms",1st Owner,Mumbai 
1857,"2020, TVS XL 100 Standard ","40,000 ",2020 model,"35,000  kms",1st Owner,Delhi 
1858,"2021, Aprilia SXR 160 Standard ","1,10,000 ",2021 model,"8,800  kms",1st Owner,Tiruppur 
1859,"2022, Hero Xpulse 200 4V Standard ","1,45,000 ",2022 model,"12,000  kms",1st Owner,Visakhapatnam 
1860,"2019, Kawasaki Ninja 650 Standard ","6,50,000 ",2019 model,"8,020  kms",1st Owner,Hyderabad 
1861,"2020, Yamaha FZ S FI Standard - BS VI [2020] ","90,000 ",2020 model,"10,600  kms",1st Owner,Durgapur 
1862,"2018, Aprilia SR 150 Facelift ","75,000 ",2018 model,"4,000  kms",1st Owner,Delhi 
1863,"2017, Yamaha FZ25 Standard BS4 ","75,000 ",2017 model,"14,000  kms",1st Owner,Bangalore 
1864,"2013, Royal Enfield Classic Desert Storm Single Disc ","1,10,000 ",2013 model,"65,000  kms",1st Owner,Pune 
1865,"2020, Hero Maestro Edge 125 Alloy Wheel - Drum - BS VI ","70,000 ",2020 model,"8,500  kms",1st Owner,Jaipur 
1866,"2019, Yamaha YZF R15 V3 [2018 - 2021] Monster Energy Edition ","1,20,000 ",2019 model,"15,400  kms",1st Owner,Cuttack 
1867,"2014, Royal Enfield Classic Desert Storm Single Disc ","1,30,000 ",2014 model,"9,004  kms",1st Owner,Panchkula 
1868,"2019, Bajaj Dominar 400 Standard - BS IV ","1,40,000 ",2019 model,"15,000  kms",3rd Owner,Ulhasnagar 
1869,"2014, Honda Activa [2000-2015] Deluxe ","18,000 ",2014 model,"48,500  kms",1st Owner,Delhi 
1870,"2017, KTM 250 Duke Standard ","1,50,000 ",2017 model,"50,000  kms",2nd Owner,Cuddalore 
1871,"2018, Suzuki Intruder 150 Standard - BS IV ","60,000 ",2018 model,"53,000  kms",1st Owner,Vasai 
1872,"2018, Yamaha Fazer FI V 2.0 [2016-2018] Standard ","50,000 ",2018 model,"40,000  kms",3rd Owner,Bharatpur 
1873,"2017, TVS Victor Disc ","45,000 ",2017 model,"10,000  kms",1st Owner,Serampore 
1874,"2015, TVS Jupiter Standard ","35,000 ",2015 model,"4,500  kms",1st Owner,Delhi 
1875,"2011, Hero Karizma [2003-2014] R ","35,000 ",2011 model,"42,000  kms",1st Owner,Hyderabad 
1876,"2016, Bajaj Avenger Street 220 Standard ","60,000 ",2016 model,"17,000  kms",1st Owner,Mumbai 
1877,"2020, TVS XL 100 Standard ","40,000 ",2020 model,"35,000  kms",1st Owner,Delhi 
1878,"2021, Aprilia SXR 160 Standard ","1,10,000 ",2021 model,"8,800  kms",1st Owner,Tiruppur 
1879,"2022, Hero Xpulse 200 4V Standard ","1,45,000 ",2022 model,"12,000  kms",1st Owner,Visakhapatnam 
1880,"2019, Kawasaki Ninja 650 Standard ","6,50,000 ",2019 model,"8,020  kms",1st Owner,Hyderabad 
1881,"2020, Yamaha FZ S FI Standard - BS VI [2020] ","90,000 ",2020 model,"10,600  kms",1st Owner,Durgapur 
1882,"2018, Aprilia SR 150 Facelift ","75,000 ",2018 model,"4,000  kms",1st Owner,Delhi 
1883,"2017, Yamaha FZ25 Standard BS4 ","75,000 ",2017 model,"14,000  kms",1st Owner,Bangalore 
1884,"2013, Royal Enfield Classic Desert Storm Single Disc ","1,10,000 ",2013 model,"65,000  kms",1st Owner,Pune 
1885,"2020, Hero Maestro Edge 125 Alloy Wheel - Drum - BS VI ","70,000 ",2020 model,"8,500  kms",1st Owner,Jaipur 
1886,"2019, Yamaha YZF R15 V3 [2018 - 2021] Monster Energy Edition ","1,20,000 ",2019 model,"15,400  kms",1st Owner,Cuttack 
1887,"2014, Royal Enfield Classic Desert Storm Single Disc ","1,30,000 ",2014 model,"9,004  kms",1st Owner,Panchkula 
1888,"2019, Bajaj Dominar 400 Standard - BS IV ","1,40,000 ",2019 model,"15,000  kms",3rd Owner,Ulhasnagar 
1889,"2014, Honda Activa [2000-2015] Deluxe ","18,000 ",2014 model,"48,500  kms",1st Owner,Delhi 
1890,"2017, KTM 250 Duke Standard ","1,50,000 ",2017 model,"50,000  kms",2nd Owner,Cuddalore 
1891,"2018, Suzuki Intruder 150 Standard - BS IV ","60,000 ",2018 model,"53,000  kms",1st Owner,Vasai 
1892,"2018, Yamaha Fazer FI V 2.0 [2016-2018] Standard ","50,000 ",2018 model,"40,000  kms",3rd Owner,Bharatpur 
1893,"2017, TVS Victor Disc ","45,000 ",2017 model,"10,000  kms",1st Owner,Serampore 
1894,"2015, TVS Jupiter Standard ","35,000 ",2015 model,"4,500  kms",1st Owner,Delhi 
1895,"2011, Hero Karizma [2003-2014] R ","35,000 ",2011 model,"42,000  kms",1st Owner,Hyderabad 
1896,"2016, Bajaj Avenger Street 220 Standard ","60,000 ",2016 model,"17,000  kms",1st Owner,Mumbai 
1897,"2020, TVS XL 100 Standard ","40,000 ",2020 model,"35,000  kms",1st Owner,Delhi 
1898,"2021, Aprilia SXR 160 Standard ","1,10,000 ",2021 model,"8,800  kms",1st Owner,Tiruppur 
1899,"2022, Hero Xpulse 200 4V Standard ","1,45,000 ",2022 model,"12,000  kms",1st Owner,Visakhapatnam 
1900,"2019, Kawasaki Ninja 650 Standard ","6,50,000 ",2019 model,"8,020  kms",1st Owner,Hyderabad 
1901,"2020, Yamaha FZ S FI Standard - BS VI [2020] ","90,000 ",2020 model,"10,600  kms",1st Owner,Durgapur 
1902,"2018, Aprilia SR 150 Facelift ","75,000 ",2018 model,"4,000  kms",1st Owner,Delhi 
1903,"2017, Yamaha FZ25 Standard BS4 ","75,000 ",2017 model,"14,000  kms",1st Owner,Bangalore 
1904,"2013, Royal Enfield Classic Desert Storm Single Disc ","1,10,000 ",2013 model,"65,000  kms",1st Owner,Pune 
1905,"2020, Hero Maestro Edge 125 Alloy Wheel - Drum - BS VI ","70,000 ",2020 model,"8,500  kms",1st Owner,Jaipur 
1906,"2019, Yamaha YZF R15 V3 [2018 - 2021] Monster Energy Edition ","1,20,000 ",2019 model,"15,400  kms",1st Owner,Cuttack 
1907,"2014, Royal Enfield Classic Desert Storm Single Disc ","1,30,000 ",2014 model,"9,004  kms",1st Owner,Panchkula 
1908,"2019, Bajaj Dominar 400 Standard - BS IV ","1,40,000 ",2019 model,"15,000  kms",3rd Owner,Ulhasnagar 
1909,"2014, Honda Activa [2000-2015] Deluxe ","18,000 ",2014 model,"48,500  kms",1st Owner,Delhi 
1910,"2017, KTM 250 Duke Standard ","1,50,000 ",2017 model,"50,000  kms",2nd Owner,Cuddalore 
1911,"2018, Suzuki Intruder 150 Standard - BS IV ","60,000 ",2018 model,"53,000  kms",1st Owner,Vasai 
1912,"2018, Yamaha Fazer FI V 2.0 [2016-2018] Standard ","50,000 ",2018 model,"40,000  kms",3rd Owner,Bharatpur 
1913,"2017, TVS Victor Disc ","45,000 ",2017 model,"10,000  kms",1st Owner,Serampore 
1914,"2015, TVS Jupiter Standard ","35,000 ",2015 model,"4,500  kms",1st Owner,Delhi 
1915,"2011, Hero Karizma [2003-2014] R ","35,000 ",2011 model,"42,000  kms",1st Owner,Hyderabad 
1916,"2016, Bajaj Avenger Street 220 Standard ","60,000 ",2016 model,"17,000  kms",1st Owner,Mumbai 
1917,"2020, TVS XL 100 Standard ","40,000 ",2020 model,"35,000  kms",1st Owner,Delhi 
1918,"2021, Aprilia SXR 160 Standard ","1,10,000 ",2021 model,"8,800  kms",1st Owner,Tiruppur 
1919,"2022, Hero Xpulse 200 4V Standard ","1,45,000 ",2022 model,"12,000  kms",1st Owner,Visakhapatnam 
1920,"2019, Kawasaki Ninja 650 Standard ","6,50,000 ",2019 model,"8,020  kms",1st Owner,Hyderabad 
1921,"2020, Yamaha FZ S FI Standard - BS VI [2020] ","90,000 ",2020 model,"10,600  kms",1st Owner,Durgapur 
1922,"2018, Aprilia SR 150 Facelift ","75,000 ",2018 model,"4,000  kms",1st Owner,Delhi 
1923,"2017, Yamaha FZ25 Standard BS4 ","75,000 ",2017 model,"14,000  kms",1st Owner,Bangalore 
1924,"2013, Royal Enfield Classic Desert Storm Single Disc ","1,10,000 ",2013 model,"65,000  kms",1st Owner,Pune 
1925,"2020, Hero Maestro Edge 125 Alloy Wheel - Drum - BS VI ","70,000 ",2020 model,"8,500  kms",1st Owner,Jaipur 
1926,"2019, Yamaha YZF R15 V3 [2018 - 2021] Monster Energy Edition ","1,20,000 ",2019 model,"15,400  kms",1st Owner,Cuttack 
1927,"2014, Royal Enfield Classic Desert Storm Single Disc ","1,30,000 ",2014 model,"9,004  kms",1st Owner,Panchkula 
1928,"2019, Bajaj Dominar 400 Standard - BS IV ","1,40,000 ",2019 model,"15,000  kms",3rd Owner,Ulhasnagar 
1929,"2014, Honda Activa [2000-2015] Deluxe ","18,000 ",2014 model,"48,500  kms",1st Owner,Delhi 
1930,"2017, KTM 250 Duke Standard ","1,50,000 ",2017 model,"50,000  kms",2nd Owner,Cuddalore 
1931,"2018, Suzuki Intruder 150 Standard - BS IV ","60,000 ",2018 model,"53,000  kms",1st Owner,Vasai 
1932,"2018, Yamaha Fazer FI V 2.0 [2016-2018] Standard ","50,000 ",2018 model,"40,000  kms",3rd Owner,Bharatpur 
1933,"2017, TVS Victor Disc ","45,000 ",2017 model,"10,000  kms",1st Owner,Serampore 
1934,"2015, TVS Jupiter Standard ","35,000 ",2015 model,"4,500  kms",1st Owner,Delhi 
1935,"2011, Hero Karizma [2003-2014] R ","35,000 ",2011 model,"42,000  kms",1st Owner,Hyderabad 
1936,"2016, Bajaj Avenger Street 220 Standard ","60,000 ",2016 model,"17,000  kms",1st Owner,Mumbai 
1937,"2020, TVS XL 100 Standard ","40,000 ",2020 model,"35,000  kms",1st Owner,Delhi 
1938,"2021, Aprilia SXR 160 Standard ","1,10,000 ",2021 model,"8,800  kms",1st Owner,Tiruppur 
1939,"2022, Hero Xpulse 200 4V Standard ","1,45,000 ",2022 model,"12,000  kms",1st Owner,Visakhapatnam 
1940,"2019, Kawasaki Ninja 650 Standard ","6,50,000 ",2019 model,"8,020  kms",1st Owner,Hyderabad 
1941,"2020, Yamaha FZ S FI Standard - BS VI [2020] ","90,000 ",2020 model,"10,600  kms",1st Owner,Durgapur 
1942,"2018, Aprilia SR 150 Facelift ","75,000 ",2018 model,"4,000  kms",1st Owner,Delhi 
1943,"2017, Yamaha FZ25 Standard BS4 ","75,000 ",2017 model,"14,000  kms",1st Owner,Bangalore 
1944,"2013, Royal Enfield Classic Desert Storm Single Disc ","1,10,000 ",2013 model,"65,000  kms",1st Owner,Pune 
1945,"2020, Hero Maestro Edge 125 Alloy Wheel - Drum - BS VI ","70,000 ",2020 model,"8,500  kms",1st Owner,Jaipur 
1946,"2019, Yamaha YZF R15 V3 [2018 - 2021] Monster Energy Edition ","1,20,000 ",2019 model,"15,400  kms",1st Owner,Cuttack 
1947,"2014, Royal Enfield Classic Desert Storm Single Disc ","1,30,000 ",2014 model,"9,004  kms",1st Owner,Panchkula 
1948,"2019, Bajaj Dominar 400 Standard - BS IV ","1,40,000 ",2019 model,"15,000  kms",3rd Owner,Ulhasnagar 
1949,"2014, Honda Activa [2000-2015] Deluxe ","18,000 ",2014 model,"48,500  kms",1st Owner,Delhi 
1950,"2017, KTM 250 Duke Standard ","1,50,000 ",2017 model,"50,000  kms",2nd Owner,Cuddalore 
1951,"2018, Suzuki Intruder 150 Standard - BS IV ","60,000 ",2018 model,"53,000  kms",1st Owner,Vasai 
1952,"2018, Yamaha Fazer FI V 2.0 [2016-2018] Standard ","50,000 ",2018 model,"40,000  kms",3rd Owner,Bharatpur 
1953,"2017, TVS Victor Disc ","45,000 ",2017 model,"10,000  kms",1st Owner,Serampore 
1954,"2015, TVS Jupiter Standard ","35,000 ",2015 model,"4,500  kms",1st Owner,Delhi 
1955,"2011, Hero Karizma [2003-2014] R ","35,000 ",2011 model,"42,000  kms",1st Owner,Hyderabad 
1956,"2016, Bajaj Avenger Street 220 Standard ","60,000 ",2016 model,"17,000  kms",1st Owner,Mumbai 
1957,"2020, TVS XL 100 Standard ","40,000 ",2020 model,"35,000  kms",1st Owner,Delhi 
1958,"2021, Aprilia SXR 160 Standard ","1,10,000 ",2021 model,"8,800  kms",1st Owner,Tiruppur 
1959,"2022, Hero Xpulse 200 4V Standard ","1,45,000 ",2022 model,"12,000  kms",1st Owner,Visakhapatnam 
1960,"2019, Kawasaki Ninja 650 Standard ","6,50,000 ",2019 model,"8,020  kms",1st Owner,Hyderabad 
1961,"2020, Yamaha FZ S FI Standard - BS VI [2020] ","90,000 ",2020 model,"10,600  kms",1st Owner,Durgapur 
1962,"2018, Aprilia SR 150 Facelift ","75,000 ",2018 model,"4,000  kms",1st Owner,Delhi 
1963,"2017, Yamaha FZ25 Standard BS4 ","75,000 ",2017 model,"14,000  kms",1st Owner,Bangalore 
1964,"2013, Royal Enfield Classic Desert Storm Single Disc ","1,10,000 ",2013 model,"65,000  kms",1st Owner,Pune 
1965,"2020, Hero Maestro Edge 125 Alloy Wheel - Drum - BS VI ","70,000 ",2020 model,"8,500  kms",1st Owner,Jaipur 
1966,"2019, Yamaha YZF R15 V3 [2018 - 2021] Monster Energy Edition ","1,20,000 ",2019 model,"15,400  kms",1st Owner,Cuttack 
1967,"2014, Royal Enfield Classic Desert Storm Single Disc ","1,30,000 ",2014 model,"9,004  kms",1st Owner,Panchkula 
1968,"2019, Bajaj Dominar 400 Standard - BS IV ","1,40,000 ",2019 model,"15,000  kms",3rd Owner,Ulhasnagar 
1969,"2014, Honda Activa [2000-2015] Deluxe ","18,000 ",2014 model,"48,500  kms",1st Owner,Delhi 
1970,"2017, KTM 250 Duke Standard ","1,50,000 ",2017 model,"50,000  kms",2nd Owner,Cuddalore 
1971,"2018, Suzuki Intruder 150 Standard - BS IV ","60,000 ",2018 model,"53,000  kms",1st Owner,Vasai 
1972,"2018, Yamaha Fazer FI V 2.0 [2016-2018] Standard ","50,000 ",2018 model,"40,000  kms",3rd Owner,Bharatpur 
1973,"2017, TVS Victor Disc ","45,000 ",2017 model,"10,000  kms",1st Owner,Serampore 
1974,"2015, TVS Jupiter Standard ","35,000 ",2015 model,"4,500  kms",1st Owner,Delhi 
1975,"2011, Hero Karizma [2003-2014] R ","35,000 ",2011 model,"42,000  kms",1st Owner,Hyderabad 
1976,"2016, Bajaj Avenger Street 220 Standard ","60,000 ",2016 model,"17,000  kms",1st Owner,Mumbai 
1977,"2020, TVS XL 100 Standard ","40,000 ",2020 model,"35,000  kms",1st Owner,Delhi 
1978,"2021, Aprilia SXR 160 Standard ","1,10,000 ",2021 model,"8,800  kms",1st Owner,Tiruppur 
1979,"2022, Hero Xpulse 200 4V Standard ","1,45,000 ",2022 model,"12,000  kms",1st Owner,Visakhapatnam 
1980,"2019, Kawasaki Ninja 650 Standard ","6,50,000 ",2019 model,"8,020  kms",1st Owner,Hyderabad 
1981,"2020, Yamaha FZ S FI Standard - BS VI [2020] ","90,000 ",2020 model,"10,600  kms",1st Owner,Durgapur 
1982,"2018, Aprilia SR 150 Facelift ","75,000 ",2018 model,"4,000  kms",1st Owner,Delhi 
1983,"2017, Yamaha FZ25 Standard BS4 ","75,000 ",2017 model,"14,000  kms",1st Owner,Bangalore 
1984,"2013, Royal Enfield Classic Desert Storm Single Disc ","1,10,000 ",2013 model,"65,000  kms",1st Owner,Pune 
1985,"2020, Hero Maestro Edge 125 Alloy Wheel - Drum - BS VI ","70,000 ",2020 model,"8,500  kms",1st Owner,Jaipur 
1986,"2019, Yamaha YZF R15 V3 [2018 - 2021] Monster Energy Edition ","1,20,000 ",2019 model,"15,400  kms",1st Owner,Cuttack 
1987,"2014, Royal Enfield Classic Desert Storm Single Disc ","1,30,000 ",2014 model,"9,004  kms",1st Owner,Panchkula 
1988,"2019, Bajaj Dominar 400 Standard - BS IV ","1,40,000 ",2019 model,"15,000  kms",3rd Owner,Ulhasnagar 
1989,"2014, Honda Activa [2000-2015] Deluxe ","18,000 ",2014 model,"48,500  kms",1st Owner,Delhi 
1990,"2017, KTM 250 Duke Standard ","1,50,000 ",2017 model,"50,000  kms",2nd Owner,Cuddalore 
1991,"2018, Suzuki Intruder 150 Standard - BS IV ","60,000 ",2018 model,"53,000  kms",1st Owner,Vasai 
1992,"2018, Yamaha Fazer FI V 2.0 [2016-2018] Standard ","50,000 ",2018 model,"40,000  kms",3rd Owner,Bharatpur 
1993,"2017, TVS Victor Disc ","45,000 ",2017 model,"10,000  kms",1st Owner,Serampore 
1994,"2015, TVS Jupiter Standard ","35,000 ",2015 model,"4,500  kms",1st Owner,Delhi 
1995,"2011, Hero Karizma [2003-2014] R ","35,000 ",2011 model,"42,000  kms",1st Owner,Hyderabad 
1996,"2016, Bajaj Avenger Street 220 Standard ","60,000 ",2016 model,"17,000  kms",1st Owner,Mumbai 
1997,"2020, TVS XL 100 Standard ","40,000 ",2020 model,"35,000  kms",1st Owner,Delhi 
1998,"2021, Aprilia SXR 160 Standard ","1,10,000 ",2021 model,"8,800  kms",1st Owner,Tiruppur 
1999,"2022, Hero Xpulse 200 4V Standard ","1,45,000 ",2022 model,"12,000  kms",1st Owner,Visakhapatnam 
2000,"2019, Kawasaki Ninja 650 Standard ","6,50,000 ",2019 model,"8,020  kms",1st Owner,Hyderabad 
2001,"2020, Yamaha FZ S FI Standard - BS VI [2020] ","90,000 ",2020 model,"10,600  kms",1st Owner,Durgapur 
2002,"2018, Aprilia SR 150 Facelift ","75,000 ",2018 model,"4,000  kms",1st Owner,Delhi 
2003,"2017, Yamaha FZ25 Standard BS4 ","75,000 ",2017 model,"14,000  kms",1st Owner,Bangalore 
2004,"2013, Royal Enfield Classic Desert Storm Single Disc ","1,10,000 ",2013 model,"65,000  kms",1st Owner,Pune 
2005,"2020, Hero Maestro Edge 125 Alloy Wheel - Drum - BS VI ","70,000 ",2020 model,"8,500  kms",1st Owner,Jaipur 
2006,"2019, Yamaha YZF R15 V3 [2018 - 2021] Monster Energy Edition ","1,20,000 ",2019 model,"15,400  kms",1st Owner,Cuttack 
2007,"2014, Royal Enfield Classic Desert Storm Single Disc ","1,30,000 ",2014 model,"9,004  kms",1st Owner,Panchkula 
2008,"2019, Bajaj Dominar 400 Standard - BS IV ","1,40,000 ",2019 model,"15,000  kms",3rd Owner,Ulhasnagar 
2009,"2014, Honda Activa [2000-2015] Deluxe ","18,000 ",2014 model,"48,500  kms",1st Owner,Delhi 
2010,"2017, KTM 250 Duke Standard ","1,50,000 ",2017 model,"50,000  kms",2nd Owner,Cuddalore 
2011,"2018, Suzuki Intruder 150 Standard - BS IV ","60,000 ",2018 model,"53,000  kms",1st Owner,Vasai 
2012,"2018, Yamaha Fazer FI V 2.0 [2016-2018] Standard ","50,000 ",2018 model,"40,000  kms",3rd Owner,Bharatpur 
2013,"2017, TVS Victor Disc ","45,000 ",2017 model,"10,000  kms",1st Owner,Serampore 
2014,"2015, TVS Jupiter Standard ","35,000 ",2015 model,"4,500  kms",1st Owner,Delhi 
2015,"2011, Hero Karizma [2003-2014] R ","35,000 ",2011 model,"42,000  kms",1st Owner,Hyderabad 
2016,"2016, Bajaj Avenger Street 220 Standard ","60,000 ",2016 model,"17,000  kms",1st Owner,Mumbai 
2017,"2020, TVS XL 100 Standard ","40,000 ",2020 model,"35,000  kms",1st Owner,Delhi 
2018,"2021, Aprilia SXR 160 Standard ","1,10,000 ",2021 model,"8,800  kms",1st Owner,Tiruppur 
2019,"2022, Hero Xpulse 200 4V Standard ","1,45,000 ",2022 model,"12,000  kms",1st Owner,Visakhapatnam 
2020,"2019, Kawasaki Ninja 650 Standard ","6,50,000 ",2019 model,"8,020  kms",1st Owner,Hyderabad 
2021,"2020, Yamaha FZ S FI Standard - BS VI [2020] ","90,000 ",2020 model,"10,600  kms",1st Owner,Durgapur 
